"","entity_id","name","min"
"732","203086","Meyers Leonard",722
"733","203087","Jeremy Lamb",1428.6
"734","203089","John Henson",919.333333333333
"735","203090","Maurice Harkless",1148.2
"736","203092","Tyler Zeller",603
"737","203095","Evan Fournier",1998.8
"738","203098","John Jenkins",333
"739","203101","Miles Plumlee",545.5
"740","203104","Marquis Teague",74
"741","203107","Tomas Satoransky",1562.4
"742","203109","Jae Crowder",1923.2
"743","203110","Draymond Green",1760.4
"744","203112","Quincy Acy",741
"745","203114","Khris Middleton",2308.8
"746","203115","Will Barton",1946.2
"747","203118","Mike Scott",1215.25
"748","203121","Darius Miller",1299.66666666667
"749","203124","Kyle O'Quinn",690.333333333333
"750","203141","Mirza Teletovic",159
"751","203145","Kent Bazemore",1397
"752","203186","Willie Reed",428
"753","203200","Justin Holiday",2174.2
"754","203210","JaMychal Green",1274
"755","203263","James Nunnally",102
"756","203382","Aron Baynes",1055
"757","203457","Nerlens Noel",952.6
"758","203458","Alex Len",1101.8
"759","203459","Allen Crabbe",1326
"760","203460","Andre Roberson",395.666666666667
"761","203463","Ben McLemore",990.4
"762","203464","Brandon Paul",576
"763","203468","CJ McCollum",2301
"764","203469","Cody Zeller",914.2
"765","203471","Dennis Schroder",2036.8
"766","203473","Dewayne Dedmon",1037
"767","203476","Gorgui Dieng",876.8
"768","203477","Isaiah Canaan",525
"769","203481","Jeff Withey",39
"770","203482","Kelly Olynyk",1525.8
"771","203484","Kentavious Caldwell-Pope",2086.6
"772","203485","Lorenzo Brown",175.5
"773","203486","Mason Plumlee",1488.8
"774","203487","Michael Carter-Williams",710
"775","203488","Mike Muscala",835
"776","203490","Otto Porter Jr.",1280.2
"777","203493","Reggie Bullock",1612.2
"778","203496","Robert Covington",1999.8
"779","203497","Rudy Gobert",2182
"780","203498","Shabazz Muhammad",418
"781","203499","Shane Larkin",775
"782","203500","Steven Adams",2073.2
"783","203501","Tim Hardaway Jr.",1853.4
"784","203503","Tony Snell",1353.6
"785","203504","Trey Burke",752.2
"786","203505","Vander Blue",45
"787","203506","Victor Oladipo",1089
"788","203507","Giannis Antetokounmpo",2231.8
"789","203512","Lucas Nogueira",418
"790","203516","James Ennis III",1271.5
"791","203518","Alex Abrines",861
"792","203521","Matthew Dellavedova",642.25
"793","203524","Solomon Hill",761
"794","203526","Raul Neto",873.6
"795","203530","Joffrey Lauvergne",534
"796","203546","Ian Clark",1213.5
"797","203552","Seth Curry",1672
"798","203580","Larry Drew II",70
"799","203584","Troy Daniels",971.333333333333
"800","203585","Rodney McGruder",723.8
"801","203613","Jonathon Simmons",1546.5
"802","203648","Thanasis Antetokounmpo",367.666666666667
"803","203658","Norvel Pelle",157.5
"804","2037","Jamal Crawford",1426
"805","203705","Josh Magette",127
"806","203710","C.J. Williams",417
"807","203894","Shabazz Napier",1287.33333333333
"808","203895","Jordan McRae",559
"809","203897","Zach LaVine",1843.4
"810","203898","Tyler Ennis",683
"811","203900","Markel Brown",31
"812","203901","Elfrid Payton",1262.8
"813","203903","Jordan Clarkson",1930.8
"814","203914","Gary Harris",1706.6
"815","203915","Spencer Dinwiddie",1640.2
"816","203917","Nik Stauskas",769
"817","203918","Rodney Hood",1151
"818","203920","Khem Birch",916
"819","203922","Glenn Robinson III",775.75
"820","203923","James Young",61
"821","203924","Jerami Grant",1896
"822","203925","Joe Harris",1791
"823","203926","Doug McDermott",1464.4
"824","203930","Sean Kilpatrick",640
"825","203932","Aaron Gordon",2049.8
"826","203933","T.J. Warren",1452.25
"827","203935","Marcus Smart",1905.6
"828","203937","Kyle Anderson",1574.8
"829","203939","Dwight Powell",1415.2
"830","203940","Adreian Payne",43
"831","203943","Noah Vonleh",992
"832","203944","Julius Randle",2342.6
"833","203948","Johnny O'Bryant III",379
"834","203952","Andrew Wiggins",2402.4
"835","203953","Jabari Parker",732.6
"836","203954","Joel Embiid",1868.2
"837","203957","Dante Exum",375.25
"838","203960","JaKarr Sampson",314.5
"839","203961","Eric Moreland",424
"840","203962","Josh Huestis",981
"841","203966","Jamil Wilson",274
"842","203967","Dario Saric",1705.75
"843","203991","Clint Capela",1878.8
"844","203992","Bogdan Bogdanovic",1783.4
"845","203994","Jusuf Nurkic",1354.8
"846","203998","Bruno Caboclo",383.333333333333
"847","203999","Nikola Jokic",2434.2
"848","204001","Kristaps Porzingis",1528.75
"849","204020","Tyler Johnson",1013
"850","204022","Jack Cooley",87
"851","204025","Tim Frazier",516.6
"852","204028","Tarik Black",536
"853","204037","Travis Wear",228
"854","204038","Langston Galloway",971
"855","204060","Joe Ingles",2054.6
"856","204066","John Holland",174
"857","204179","Omari Johnson",75
"858","204456","T.J. McConnell",1375.8
"859","2199","Tyson Chandler",748.333333333333
"860","2200","Pau Gasol",1086.5
"861","2207","Joe Johnson",1205
"862","2210","Richard Jefferson",163
"863","2216","Zach Randolph",1508
"864","2225","Tony Parker",1037
"865","2403","Nene",652
"866","2544","LeBron James",2173.4
"867","2546","Carmelo Anthony",1631.2
"868","2548","Dwyane Wade",1710.5
"869","2555","Nick Collison",75
"870","2561","David West",999
"871","2585","Zaza Pachulia",925
"872","2594","Kyle Korver",1289.33333333333
"873","2617","Udonis Haslem",63.3333333333333
"874","2730","Dwight Howard",1219.6
"875","2731","Emeka Okafor",353
"876","2733","Shaun Livingston",1048
"877","2734","Devin Harris",1205.5
"878","2736","Luol Deng",380
"879","2738","Andre Iguodala",1104.4
"880","2744","Al Jefferson",484
"881","2747","JR Smith",848.333333333333
"882","2749","Jameer Nelson",1013
"883","2754","Tony Allen",272
"884","2772","Trevor Ariza",1482.6
"885","2863","Damien Wilkins",152
